Product,Product Code,Reported Short Positions,Total Product in Issue,% of Total Product in Issue Reported as Short Positions
4DMEDICAL LIMITED ORDINARY,4DX,227128,391089870,.05807565
4DS MEMORY LIMITED ORDINARY,4DS,99668,1763434918,.00565192
5EADVANCED CDI 10:1,5EA,453599,313803360,.1445488
29METALSLIMITED ORDINARY,29M,18098485,701699237,2.57923681
88 ENERGY LTD ORDINARY,88E,6580151,25124062567,.02619063
ABACUS GROUP FPO/UNITS STAPLED,ABG,1324936,893657633,.14825991
ABACUS STORAGE KING FPO/UNITS STAPLED,ASK,10406,1314102962,.00079187
ACCENT GROUP LTD ORDINARY,AX1,6953781,563053196,1.23501315
ACTINOGEN MEDICAL ORDINARY,ACW,84,2331337384,.0000036
ACUSENSUS LIMITED. ORDINARY,ACE,150777,126399975,.11928562
ADAIRS LIMITED ORDINARY,ADH,1071862,173050982,.61939088
ADBRI LIMITED ORDINARY,ABC,273197,654243396,.0417577
ADORE BEAUTY ORDINARY,ABY,47199,93957928,.05023419
ADRIATIC METALS CDI 1:1,ADT,3106186,246113823,1.26209327
ADVANCED HEALTH ORDINARY,AHI,20052,245653382,.00816272
AERIS RESOURCES LTD ORDINARY,AIS,6206628,967525540,.641495
AGL ENERGY LIMITED. ORDINARY,AGL,19018825,672747233,2.82703875
AINSWORTH GAME TECH. ORDINARY,AGI,282150,336793929,.08377526
AIR NEW ZEALAND ORD FOR. EXEMPT NZX,AIZ,1913606,3368464315,.05680945
AIRTASKER LIMITED ORDINARY,ART,38637,452294380,.00854245
ALCIDION GROUP LTD ORDINARY,ALC,371214,1342473221,.0276515
ALICE QUEEN LTD ORDINARY,AQX,8359,690984130,.00120972
ALKANE RESOURCES LTD ORDINARY,ALK,1745807,603437317,.28931041
ALLIANCE AVIATION ORDINARY,AQZ,3027,160734697,.00188323
ALLIGATOR ENERGY ORDINARY,AGE,28436499,3862309002,.73625645
ALPHA HPA LTD ORDINARY,A4N,18770661,933799090,2.01013914
ALS LTD ORDINARY,ALQ,3314296,484167684,.68453474
ALTECH BATT LTD ORDINARY,ATC,1990888,1653325887,.12041716
ALTERITY THERAP LTD ORDINARY,ATH,1714968,5238017899,.03274078
ALTIUM LIMITED ORDINARY,ALU,248670,131926838,.18849084
ALUMINA LIMITED ORDINARY,AWC,55775969,2901681417,1.92219479
AMA GROUP LIMITED ORDINARY,AMA,22649408,1806403551,1.25383987
AMCOR PLC CDI1:1FOREXEMPT NYSE,AMC,9704489,638996803,1.51870697
AMERICAN RARE EARTHS ORDINARY,ARR,486367,493423299,.09856993
AMP LIMITED ORDINARY,AMP,38087155,2710980413,1.40492181
AMPOL LIMITED ORDINARY,ALD,3759648,238302099,1.57768145
ANDROMEDA METALS LTD ORDINARY,ADN,39618490,3110270932,1.27379546
ANSELL LIMITED ORDINARY,ANN,2842421,124785771,2.27784064
ANSON RESOURCES LTD ORDINARY,ASN,17584615,1286728206,1.36661456
ANTEOTECH LTD ORDINARY,ADO,420,2196442432,.00001912
ANTIPA MINERALS LTD ORDINARY,AZY,598772,4134807912,.01448125
ANZ GROUP HOLDINGS ORDINARY,ANZ,10980511,3007510678,.36510298
APA GROUP UNITS STAPLED,APA,15939144,1283352928,1.24199226
APM HUMAN SERVICES ORDINARY,APM,15059909,917181946,1.64197617
APPEN LIMITED ORDINARY,APX,7005904,221713253,3.1598941
ARAFURA RARE EARTHS ORDINARY,ARU,142080640,2310302192,6.14987254
ARB CORPORATION. ORDINARY,ARB,2651057,82220441,3.22432836
ARCADIUM LITHIUM PLC CDI1:1FOREXEMPT NYSE,LTM,6152841,404621545,1.52064097
ARDEA RESOURCES LTD ORDINARY,ARL,10173,197016915,.00516352
ARENA REIT. FPO/UNITS STAPLED,ARF,2212631,355149912,.62301325
ARGO INVESTMENTS ORDINARY,ARG,60064,761242265,.00789026
ARGOSY MINERALS LTD ORDINARY,AGY,46397032,1404407498,3.30367305
ARISTOCRAT LEISURE ORDINARY,ALL,2026791,637599357,.31787846
ARIZONA LITHIUM LTD ORDINARY,AZL,14759504,3811417467,.38724449
ARN MEDIA LIMITED ORDINARY,A1N,3721028,313050373,1.18863554
AROA BIOSURGERY ORDINARY,ARX,622607,343574609,.1812145
AROVELLA THERAPEUTIC ORDINARY,ALA,584450,925156236,.06317311
ARTICORE GROUP LTD ORDINARY,ATG,1421397,282783288,.50264533
ASARA RESOURCES LTD ORDINARY,AS1,11239,882175350,.00127401
ASKARIMETALSLIMITED ORDINARY,AS2,1510,79587713,.00189728
ASTON MINERALS LTD ORDINARY,ASO,739810,1295064269,.05712535
ASX LIMITED ORDINARY,ASX,4781937,193595162,2.47007051
ATLANTIC LITHIUM ORDINARY,A11,1951,649669053,.00030031
ATLAS ARTERIA FPOSTUSPROHEXCLQUP,ALX,11606093,1450833707,.79996025
ATLAS PEARLS LTD ORDINARY,ATP,1383,433622379,.00031894
ATOMOS ORDINARY,AMS,3894204,402230851,.9681515
AU CLINICAL LABS ORDINARY,ACL,14472799,201834015,7.17064416
AUB GROUP LTD ORDINARY,AUB,454001,108405620,.4187984
AUCKLAND INTERNATION ORD FOR.EXEMPT NZX,AIA,5814239,1472551137,.39484123
AUDINATEGROUPLTD ORDINARY,AD8,784464,83108836,.94389964
AURA ENERGY ORDINARY,AEE,5045054,682822189,.73885326
