Product,Product Code,Reported Short Positions,Total Product in Issue,% of Total Product in Issue Reported as Short Positions
4DMEDICAL LIMITED ORDINARY,4DX,315586,391389665,.08063218
4DS MEMORY LIMITED ORDINARY,4DS,715904,1763434918,.04059713
5EADVANCED CDI 10:1,5EA,456620,333565840,.13689052
29METALSLIMITED ORDINARY,29M,26418632,701699237,3.76495094
88 ENERGY LTD ORDINARY,88E,6580151,28892671952,.02277446
360 CAPITAL GRP FPO/UNITS STAPLED,TGP,2480,229854573,.00107894
ABACUS GROUP FPO/UNITS STAPLED,ABG,4342782,893657633,.4859559
ABACUS STORAGE KING FPO/UNITS STAPLED,ASK,399561,1314102962,.03040561
ACCENT GROUP LTD ORDINARY,AX1,10553626,563053196,1.87435682
ACROW LIMITED ORDINARY,ACF,9890,293996578,.00336398
ACTINOGEN MEDICAL ORDINARY,ACW,84,2526921261,.00000332
ACUSENSUS LIMITED. ORDINARY,ACE,79125,126399975,.0625989
ADAIRS LIMITED ORDINARY,ADH,1161497,174682776,.66491787
ADBRI LIMITED ORDINARY,ABC,143752,654243396,.02197225
ADORE BEAUTY ORDINARY,ABY,42816,93957928,.04556933
ADRIATIC METALS CDI 1:1,ADT,2119920,259506884,.81690318
ADVANCED HEALTH ORDINARY,AHI,20052,245653382,.00816272
AERIS RESOURCES LTD ORDINARY,AIS,6397155,967525540,.6611872
AGL ENERGY LIMITED. ORDINARY,AGL,23383220,672747233,3.47578093
AIC MINES LTD ORDINARY,A1M,996357,462470632,.21544222
AINSWORTH GAME TECH. ORDINARY,AGI,218657,336793929,.06492308
AIR NEW ZEALAND ORD FOR. EXEMPT NZX,AIZ,7995549,3368464315,.23736481
AIRTASKER LIMITED ORDINARY,ART,7976,452441423,.00176288
ALCIDION GROUP LTD ORDINARY,ALC,303830,1342473221,.02263211
ALICE QUEEN LTD ORDINARY,AQX,8359,690990068,.00120971
ALKANE RESOURCES LTD ORDINARY,ALK,2444482,603490487,.40505725
ALLIANCE AVIATION ORDINARY,AQZ,3027,160734697,.00188323
ALLIGATOR ENERGY ORDINARY,AGE,30993177,3868827907,.80109991
ALPHA HPA LTD ORDINARY,A4N,18382641,1004910201,1.82928196
ALS LTD ORDINARY,ALQ,5524593,484167684,1.14104951
ALTECH BATT LTD ORDINARY,ATC,1971709,1710571924,.11526607
ALTIUM LIMITED ORDINARY,ALU,191470,131926838,.14513347
ALUMINA LIMITED ORDINARY,AWC,39397818,2901681417,1.35775822
AMA GROUP LIMITED ORDINARY,AMA,22828970,1806403551,1.26378018
AMAERO INTERNATIONAL ORDINARY,3DA,491103,542006219,.09060837
AMCOR PLC CDI1:1FOREXEMPT NYSE,AMC,12249183,619335948,1.977793
AMERICAN RARE EARTHS ORDINARY,ARR,652249,493423299,.13218853
AMERICANWESTMETALS ORDINARY,AW1,6454,517674469,.00124673
