Product,Product Code,Reported Short Positions,Total Product in Issue,% of Total Product in Issue Reported as Short Positions
4DMEDICAL LIMITED ORDINARY,4DX,126647,515808482,.02455311
4DS MEMORY LIMITED ORDINARY,4DS,2435606,2060898718,.11818174
29METALSLIMITED ORDINARY,29M,4831455,1371336435,.35231726
88 ENERGY LTD ORDINARY,88E,263206,1157350417,.02274212
ABACUS GROUP FPO/UNITS STAPLED,ABG,3141549,893657633,.35153832
ABACUS STORAGE KING FPO/UNITS STAPLED,ASK,6887200,1314102962,.52409896
ACCENT GROUP LTD ORDINARY,AX1,17943297,601185674,2.98465146
ACROW LIMITED ORDINARY,ACF,409806,310692512,.13190083
ACTIVEPORTGROUPLTD ORDINARY,ATV,1859012,1010755809,.18392296
ADAIRS LIMITED ORDINARY,ADH,3772558,177337058,2.12733765
ADORE BEAUTY ORDINARY,ABY,437400,93957928,.46552751
ADVANCED HEALTH ORDINARY,AHI,1000,280582265,.0003564
AERIS RESOURCES LTD ORDINARY,AIS,19119827,971422170,1.96823046
AFRICAN GOLD LTD. ORDINARY,A1G,81623,533227972,.01530734
AGL ENERGY LIMITED. ORDINARY,AGL,22297380,672747233,3.31437707
AI-MEDIA TECHNOLOGIE ORDINARY,AIM,321198,208814047,.15382011
AIC MINES LTD ORDINARY,A1M,1019676,797619821,.12783985
AINSWORTH GAME TECH. ORDINARY,AGI,5573,336793929,.00165472
AIR NEW ZEALAND ORD FOR. EXEMPT NZX,AIZ,226685,3247949963,.00697933
AIRTASKER LIMITED ORDINARY,ART,757,454947367,.00016639
ALCIDION GROUP LTD ORDINARY,ALC,724703,1342952696,.0539634
ALCOA CORPORATION CDI 1:1 FOR. EXEMPT,AAI,274456,57076637,.48085524
ALKANE RESOURCES LTD ORDINARY,ALK,5151043,1365794967,.37714614
ALLIANCE AVIATION ORDINARY,AQZ,57917,161027077,.03596724
ALLIGATOR ENERGY ORDINARY,AGE,51392447,4437034145,1.15826125
