Product,Product Code,Reported Short Positions,Total Product in Issue,% of Total Product in Issue Reported as Short Positions
4DMEDICAL LIMITED ORDINARY,4DX,303202,414134940,.07321333
4DS MEMORY LIMITED ORDINARY,4DS,1592386,2002323558,.07952691
5EADVANCED CDI DEF SETTLEMENT,5EADA,232,14648670,.00158376
5G NETWORKS LIMITED. ORDINARY,5GN,12232,305295838,.00400661
29METALSLIMITED ORDINARY,29M,7898189,1368740691,.57704056
88 ENERGY LTD ORDINARY,88E,6580151,28933811952,.02274208
ABACUS GROUP FPO/UNITS STAPLED,ABG,2922414,893657633,.32701718
ABACUS STORAGE KING FPO/UNITS STAPLED,ASK,1221602,1314102962,.0929609
ACCENT GROUP LTD ORDINARY,AX1,6126055,565998979,1.08234383
ACROW LIMITED ORDINARY,ACF,29486,307157659,.00959963
ADAIRS LIMITED ORDINARY,ADH,1229196,175878299,.69889009
ADISYN LTD ORDINARY,AI1,1666470,722325596,.23070898
ADORE BEAUTY ORDINARY,ABY,331172,93957928,.35246839
ADRIATIC METALS CDI 1:1,ADT,23016963,294160008,7.82464046
ADVANCED HEALTH ORDINARY,AHI,20052,280582265,.00714657
AERIS RESOURCES LTD ORDINARY,AIS,13688442,968295499,1.4136637
AGL ENERGY LIMITED. ORDINARY,AGL,16838554,672747233,2.50295403
AIC MINES LTD ORDINARY,A1M,5963,575682640,.00103581
AINSWORTH GAME TECH. ORDINARY,AGI,157249,336793929,.04668997
AIR NEW ZEALAND ORD FOR. EXEMPT NZX,AIZ,279550,3368464315,.00829903
AIRTASKER LIMITED ORDINARY,ART,10563,453680061,.00232829
ALCOA CORPORATION CDI 1:1 FOR. EXEMPT,AAI,246382,59853807,.41163965
ALKANE RESOURCES LTD ORDINARY,ALK,2205783,605541892,.36426596
ALLIANCE AVIATION ORDINARY,AQZ,73226,160950999,.04549583
ALLIGATOR ENERGY ORDINARY,AGE,14462414,3873599345,.37335854
ALPHA HPA LTD ORDINARY,A4N,31261813,1136375693,2.75101036
ALS LTD ORDINARY,ALQ,6098726,484874204,1.25779552
ALTECH BATT LTD ORDINARY,ATC,5248716,2002713357,.26208024
AMA GROUP LIMITED ORDINARY,AMA,31082797,4782595517,.64991482
AMAERO INTERNATIONAL ORDINARY,3DA,821160,683773684,.12009237
AMCOR PLC CDI1:1FOREXEMPT NYSE,AMC,8989186,659838649,1.36233093
AMERICANWESTMETALS ORDINARY,AW1,1174326,595742525,.19711972
AML3D ORDINARY,AL3,8782,537607269,.00163353
AMOTIV ORDINARY,AOV,4758252,139478681,3.41145469
AMP LIMITED ORDINARY,AMP,8512100,2531739839,.33621543
AMPLIA THERAPEUTICS ORDINARY,ATX,12808,387952669,.00330143
AMPLITUDE ENERGY ORDINARY,AEL,41009329,2651408024,1.54670004
AMPOL LIMITED ORDINARY,ALD,2771519,238302099,1.16302752
ANDEAN SILVER ORDINARY,ASL,1242242,158773755,.78239757
ANSELL LIMITED ORDINARY,ANN,1324225,145944884,.90734595
ANSON RESOURCES LTD ORDINARY,ASN,5628564,1386736539,.40588561
ANTERIS TECHNOLOGIES CDI 1:1,AVR,528,17403410,.00303389
ANZ GROUP HOLDINGS ORDINARY,ANZ,14273009,2975404723,.47969975
APA GROUP UNITS STAPLED,APA,58829832,1294951714,4.54301356
APPEN LIMITED ORDINARY,APX,5021136,261156657,1.92265288
ARAFURA RARE EARTHS ORDINARY,ARU,92364830,2464328691,3.74807266
ARB CORPORATION. ORDINARY,ARB,3930844,83001171,4.73588981
ARCADIUM LITHIUM PLC CDI1:1FOREXEMPT NYSE,LTM,3852717,228168918,1.68853717
ARCHER MATERIALS ORDINARY,AXE,394440,254847013,.15477521
