Product,Product Code,Reported Short Positions,Total Product in Issue,% of Total Product in Issue Reported as Short Positions
4DMEDICAL LIMITED ORDINARY,4DX,725878,294491837,.24648493
4DS MEMORY LIMITED ORDINARY,4DS,758113,1479765442,.05123197
5EADVANCED CDI 10:1,5EA,976870,280272940,.34854239
29METALSLIMITED ORDINARY,29M,27604601,481356099,5.73475667
88 ENERGY LTD ORDINARY,88E,30873248,18265762962,.16902249
92ENERGY ORDINARY,92E,694551,86648696,.80157121
A-CAP ENERGY LTD ORDINARY,ACB,586856,1232435086,.0476176
A2B AUSTRALIA LTD ORDINARY,A2B,867590,121230683,.71565216
ABACUS PROPERTY GRP. FPO/UNITS STAPLED,ABP,3339352,893657633,.37367241
ACCENT GROUP LTD ORDINARY,AX1,2582192,552459958,.46739894
ACTINOGEN MEDICAL ORDINARY,ACW,1425577,1806252150,.07892458
ADAIRS LIMITED ORDINARY,ADH,3785099,172146192,2.1987701
ADBRI LIMITED ORDINARY,ABC,18460123,652627555,2.82858467
ADORE BEAUTY ORDINARY,ABY,1723990,94124497,1.83160607
ADRIATIC METALS CDI 1:1,ADT,128515,217997441,.05895253
ADVANCED HEALTH ORDINARY,AHI,34608,196053969,.01765228
AERIS RESOURCES LTD ORDINARY,AIS,2207020,690945595,.31942023
AGL ENERGY LIMITED. ORDINARY,AGL,13307758,672747233,1.97812155
AIR NEW ZEALAND ORD FOR. EXEMPT NZX,AIZ,611097,3368464315,.01814171
AIRTASKER LIMITED ORDINARY,ART,36024,449561794,.00801314
ALCIDION GROUP LTD ORDINARY,ALC,1562823,1268069053,.12324431
ALKANE RESOURCES LTD ORDINARY,ALK,102491,598792592,.01711628
ALLIANCE AVIATION ORDINARY,AQZ,101389,160734697,.06307848
ALLIGATOR ENERGY ORDINARY,AGE,38264959,3303266652,1.15839752
ALLKEM LIMITED ORDINARY,AKE,7960379,637658086,1.24837733
ALPHA HPA LTD ORDINARY,A4N,3259383,857731079,.38000057
ALS LTD ORDINARY,ALQ,2453952,484167684,.50683928
ALTIUM LIMITED ORDINARY,ALU,863170,131647099,.65566959
ALUMINA LIMITED ORDINARY,AWC,162131680,2901681417,5.58750795
AMA GROUP LIMITED ORDINARY,AMA,70138328,1073070217,6.53622912
AMCOR PLC CDI1:1FOREXEMPT NYSE,AMC,9782887,652071925,1.50027729
AMP LIMITED ORDINARY,AMP,33504970,3043140026,1.10099994
AMPOL LIMITED ORDINARY,ALD,1446967,238302099,.6071986
ANDROMEDA METALS LTD ORDINARY,ADN,8012056,3110008432,.25762168
ANSELL LIMITED ORDINARY,ANN,4151132,127168118,3.26428673
ANSON RESOURCES LTD ORDINARY,ASN,8212744,1178254923,.69702607
ANTEOTECH LTD ORDINARY,ADO,898403,1988446230,.04518116
ANTIPA MINERALS LTD ORDINARY,AZY,1930288,3593040870,.05372296
ANZ GROUP HOLDINGS ORDINARY,ANZ,12713980,3003366782,.42332425
