Product,Product Code,Reported Short Positions,Total Product in Issue,% of Total Product in Issue Reported as Short Positions
4DMEDICAL LIMITED ORDINARY,4DX,122386,465540474,.02628901
29METALSLIMITED ORDINARY,29M,13163735,1371336435,.95992017
88 ENERGY LTD ORDINARY,88E,263206,1157350417,.02274212
ABACUS GROUP FPO/UNITS STAPLED,ABG,854858,893657633,.09565833
ABACUS STORAGE KING FPO/UNITS STAPLED,ASK,3743562,1314102962,.28487585
ACCENT GROUP LTD ORDINARY,AX1,11663401,601185674,1.94006636
ACROW LIMITED ORDINARY,ACF,372193,308001571,.12084127
ADAIRS LIMITED ORDINARY,ADH,1832340,176742067,1.03673111
ADORE BEAUTY ORDINARY,ABY,793567,93957928,.84459823
ADRIATIC METALS CDI 1:1,ADT,3785226,301714317,1.25457288
ADV BRAKING TECH LTD ORDINARY,ABV,21785,397855885,.0054756
ADVANCED HEALTH ORDINARY,AHI,20052,280582265,.00714657
AERIS RESOURCES LTD ORDINARY,AIS,13713596,968295499,1.41626146
AFRICAN GOLD LTD. ORDINARY,A1G,84899,526877972,.0161136
AGL ENERGY LIMITED. ORDINARY,AGL,20974786,672747233,3.11778109
AI-MEDIA TECHNOLOGIE ORDINARY,AIM,128838,208814047,.06169987
AIC MINES LTD ORDINARY,A1M,29783,753300721,.00395367
AIR NEW ZEALAND ORD FOR. EXEMPT NZX,AIZ,184548,3303824700,.00558589
AIRTASKER LIMITED ORDINARY,ART,3505,454553881,.00077109
ALCIDION GROUP LTD ORDINARY,ALC,147514,1342952696,.0109843
ALCOA CORPORATION CDI 1:1 FOR. EXEMPT,AAI,452100,62270980,.72602037
ALKANE RESOURCES LTD ORDINARY,ALK,14247208,1364877663,1.04384506
ALLIANCE AVIATION ORDINARY,AQZ,58800,161020786,.03651702
ALLIGATOR ENERGY ORDINARY,AGE,36715588,4430050965,.82878478
ALPHA HPA LTD ORDINARY,A4N,31449958,1137055263,2.76591288
