Product,Product Code,Reported Short Positions,Total Product in Issue,% of Total Product in Issue Reported as Short Positions
4DMEDICAL LIMITED ORDINARY,4DX,149052,346221570,.04305104
5EADVANCED CDI 10:1,5EA,455564,304583680,.14956941
29METALSLIMITED ORDINARY,29M,21715507,701259581,3.09664318
88 ENERGY LTD ORDINARY,88E,12275568,22118655043,.05549871
92ENERGY ORDINARY,92E,359490,106375102,.33794562
A2B AUSTRALIA LTD ORDINARY,A2B,581841,121585271,.47854563
ABACUS GROUP FPO/UNITS STAPLED,ABG,1445944,893657633,.16180067
ABACUS STORAGE KING FPO/UNITS STAPLED,ASK,50687,1314102962,.00385716
ACCELERATE RESOURCES ORDINARY,AX8,208,466002195,.00004463
ACCENT GROUP LTD ORDINARY,AX1,3918300,563053196,.69590227
ACROW FORMWORK ORDINARY,ACF,2040005,268521489,.7597176
ACTINOGEN MEDICAL ORDINARY,ACW,281163,2214310088,.01269754
ADAIRS LIMITED ORDINARY,ADH,5462848,173050982,3.15678532
ADBRI LIMITED ORDINARY,ABC,10176586,653329543,1.55764975
ADORE BEAUTY ORDINARY,ABY,2106523,93907372,2.24319237
ADRIATIC METALS CDI 1:1,ADT,720302,239048338,.30132065
ADVANCED HEALTH ORDINARY,AHI,44608,217703969,.02049021
AERIS RESOURCES LTD ORDINARY,AIS,12721139,690945595,1.84112021
AGL ENERGY LIMITED. ORDINARY,AGL,17491049,672747233,2.59994366
AIRTASKER LIMITED ORDINARY,ART,226656,451643239,.05018474
ALCIDION GROUP LTD ORDINARY,ALC,1850621,1270433279,.14566849
ALKANE RESOURCES LTD ORDINARY,ALK,25252,602663089,.00419007
ALLIANCE AVIATION ORDINARY,AQZ,7598,160734697,.00472704
ALLIGATOR ENERGY ORDINARY,AGE,23321769,3799616857,.61379265
ALLKEM LIMITED ORDINARY,AKE,5812538,639321293,.90917322
ALPHA HPA LTD ORDINARY,A4N,15216406,879004569,1.73109521
ALS LTD ORDINARY,ALQ,1836394,484167684,.37928884
ALTECH BATT LTD ORDINARY,ATC,2140303,1646183030,.1300161
ALTIUM LIMITED ORDINARY,ALU,339636,131926838,.25744269
ALUMINA LIMITED ORDINARY,AWC,121632796,2901681417,4.19180394
AMA GROUP LIMITED ORDINARY,AMA,27188631,1772299095,1.53408818
AMCOR PLC CDI1:1FOREXEMPT NYSE,AMC,11313809,641567279,1.76346416
AMERICAN RARE EARTHS ORDINARY,ARR,970802,446423299,.21746222
AMP LIMITED ORDINARY,AMP,57877892,2767779102,2.09113119
AMPOL LIMITED ORDINARY,ALD,2649504,238302099,1.11182571
ANDROMEDA METALS LTD ORDINARY,ADN,63990783,3110008432,2.05757587
ANSELL LIMITED ORDINARY,ANN,2678216,125771856,2.12942393
ANSON RESOURCES LTD ORDINARY,ASN,16889242,1285739169,1.31358229
ANTERIS TECHNOLOGIES ORDINARY,AVR,12774,15605999,.08185314
ANZ GROUP HOLDINGS ORDINARY,ANZ,15333398,3005286886,.51021412
APA GROUP UNITS STAPLED,APA,6881213,1282957939,.53635531
APM HUMAN SERVICES ORDINARY,APM,17772184,917181946,1.93769449
APPEN LIMITED ORDINARY,APX,14628595,156921599,9.32223167
ARAFURA RARE EARTHS ORDINARY,ARU,139494426,2113364692,6.60058468
ARB CORPORATION. ORDINARY,ARB,4219947,82099299,5.14005241
ARCHER MATERIALS ORDINARY,AXE,298711,254847013,.11721189
