Product,Product Code,Reported Short Positions,Total Product in Issue,% of Total Product in Issue Reported as Short Positions
4DMEDICAL LIMITED ORDINARY,4DX,158741,345132572,.04599421
4DS MEMORY LIMITED ORDINARY,4DS,532278,1632543220,.03260422
5EADVANCED CDI 10:1,5EA,869980,301037880,.28899353
29METALSLIMITED ORDINARY,29M,31463010,482081840,6.52648729
88 ENERGY LTD ORDINARY,88E,6306689,20107868225,.03136428
92ENERGY ORDINARY,92E,219968,104991769,.20950976
A2B AUSTRALIA LTD ORDINARY,A2B,631419,121230683,.52084092
ABACUS PROPERTY GRP. FPO/UNITS STAPLED,ABP,799796,893657633,.08949691
ACCENT GROUP LTD ORDINARY,AX1,10020447,552459958,1.81378702
ACTINOGEN MEDICAL ORDINARY,ACW,767823,1816252150,.04227513
ACUMENTIS GROUP LTD ORDINARY,ACU,4172,218174605,.00191223
ADAIRS LIMITED ORDINARY,ADH,4103079,173050982,2.37102324
ADBRI LIMITED ORDINARY,ABC,14283813,653329543,2.18631059
ADORE BEAUTY ORDINARY,ABY,967530,93907372,1.0303025
ADRIATIC METALS CDI 1:1,ADT,867529,227789169,.38084734
ADVANCED HEALTH ORDINARY,AHI,43608,217703969,.02003087
AERIS RESOURCES LTD ORDINARY,AIS,7284567,690945595,1.05428952
AGL ENERGY LIMITED. ORDINARY,AGL,19202015,672747233,2.85426889
AIC MINES LTD ORDINARY,A1M,16176,462224392,.0034996
AIR NEW ZEALAND ORD FOR. EXEMPT NZX,AIZ,484615,3368464315,.01438682
AIRTASKER LIMITED ORDINARY,ART,186105,450484279,.04131221
ALCIDION GROUP LTD ORDINARY,ALC,1001495,1268069053,.07897795
ALKANE RESOURCES LTD ORDINARY,ALK,515961,601574030,.0857685
ALLIANCE AVIATION ORDINARY,AQZ,201915,160734697,.12562005
ALLIGATOR ENERGY ORDINARY,AGE,35389453,3305918943,1.07048762
ALLKEM LIMITED ORDINARY,AKE,4217074,637658086,.66133781
ALPHA HPA LTD ORDINARY,A4N,93941,858777296,.01093892
ALS LTD ORDINARY,ALQ,1109557,484167684,.22916792
ALTERITY THERAP LTD ORDINARY,ATH,136899,2439897618,.00561085
ALTIUM LIMITED ORDINARY,ALU,1299200,131647099,.98688084
ALUMINA LIMITED ORDINARY,AWC,156992243,2901681417,5.41038868
AMA GROUP LIMITED ORDINARY,AMA,79055052,1073070217,7.3671835
AMCOR PLC CDI1:1FOREXEMPT NYSE,AMC,13154117,645292557,2.03847338
AMERICAN RARE EARTHS ORDINARY,ARR,630781,446423299,.14129661
AMP LIMITED ORDINARY,AMP,54080933,2798600461,1.93242779
AMPOL LIMITED ORDINARY,ALD,1318558,238302099,.55331363
ANDROMEDA METALS LTD ORDINARY,ADN,28877355,3110008432,.9285298
ANSARADA GROUP LTD ORDINARY,AND,5,89335568,.0000056
ANSELL LIMITED ORDINARY,ANN,3348754,126817181,2.64061539
ANSON RESOURCES LTD ORDINARY,ASN,16715078,1270523564,1.31560551
ANTEOTECH LTD ORDINARY,ADO,942730,2049938526,.04598821
ANTIPA MINERALS LTD ORDINARY,AZY,3304206,3597051478,.09185874
ANZ GROUP HOLDINGS ORDINARY,ANZ,15277341,3005286886,.50834884
APA GROUP UNITS STAPLED,APA,9575622,1179893848,.8115664
APM HUMAN SERVICES ORDINARY,APM,13967648,917181946,1.52288737
APPEN LIMITED ORDINARY,APX,8980017,156921599,5.72261375
ARAFURA RARE EARTHS ORDINARY,ARU,78648330,2113364692,3.72147459
ARB CORPORATION. ORDINARY,ARB,4641580,82099299,5.65361709
ARCHER MATERIALS ORDINARY,AXE,318352,254847013,.12491887
ARDENTLEISUREGRPLTD ORDINARY,ALG,4720381,479706016,.98401538
ARENA REIT. FPO/UNITS STAPLED,ARF,1276584,350705075,.364005
ARGENT MINERALS ORDINARY,ARD,145264,1178981223,.01232115
ARGOSY MINERALS LTD ORDINARY,AGY,52162726,1404407498,3.71421586
ARISTOCRAT LEISURE ORDINARY,ALL,1659311,653774538,.25380478
ARIZONA LITHIUM LTD ORDINARY,AZL,5435536,2762986826,.19672682
ARN MEDIA LIMITED ORDINARY,A1N,3549390,306299649,1.15879663
AROA BIOSURGERY ORDINARY,ARX,1597946,343109468,.46572483
ASPIRE MINING LTD ORDINARY,AKM,13482,507636985,.00265583
ASTON MINERALS LTD ORDINARY,ASO,3726518,1114730934,.33429753
ASX LIMITED ORDINARY,ASX,3436322,193595162,1.77500407
ATLAS ARTERIA FPOSTUSPROHEXCLQUP,ALX,16395319,1450833707,1.1300619
ATOMOS ORDINARY,AMS,3894204,401821079,.9691388
AU CLINICAL LABS ORDINARY,ACL,10654851,201834015,5.27901652
AUB GROUP LTD ORDINARY,AUB,313753,108405620,.28942503
AUCKLAND INTERNATION ORD FOR.EXEMPT NZX,AIA,2359862,1472551137,.16025671
AUDINATEGROUPLTD ORDINARY,AD8,246674,77451919,.31848662
AUDIO PIXELS LTD ORDINARY,AKP,584,29210100,.00199931
AURA ENERGY ORDINARY,AEE,1767235,574484204,.30762116
AURELIA METALS LTD ORDINARY,AMI,11604641,1684785332,.68879048
AURIZON HOLDINGS LTD ORDINARY,AZJ,34844816,1840703982,1.89301573
AUSGOV TREASURY BOND TB 0.25% 11-24 6M,GSBU24,2114010,413000000,.51186683
AUSGOV TREASURY BOND TB 0.25% 11-25 6M,GSBU25,899000,392000000,.22933673
AUSGOV TREASURY BOND TB 0.50% 09-26 6M,GSBQ26,249710,378000000,.06606085
AUSGOV TREASURY BOND TB 1.00% 12-30 6M,GSBW30,100190,387000000,.02588889
AUSGOV TREASURY BOND TB 1.50% 06-31 6M,GSBK31,3920,381000000,.00102887
AUSGOV TREASURY BOND TB 2.50% 05-30 6M,GSBI30,232900,371000000,.06277628
