Product,Product Code,Reported Short Positions,Total Product in Issue,% of Total Product in Issue Reported as Short Positions
4DMEDICAL LIMITED ORDINARY,4DX,42536,208955763,.02035646
4DS MEMORY LIMITED ORDINARY,4DS,234103,1477490442,.01584464
5EADVANCED CDI 10:1,5EA,639558,287889470,.22215401
29METALSLIMITED ORDINARY,29M,11959848,481319391,2.48480494
88 ENERGY LTD ORDINARY,88E,15606795,16610207406,.09395906
92ENERGY ORDINARY,92E,3956520,81878696,4.83217271
A-CAP ENERGY LTD ORDINARY,ACB,3510971,1232435086,.28488081
A2B AUSTRALIA LTD ORDINARY,A2B,985933,121230683,.81327019
ABACUS PROPERTY GRP. FPO/UNITS STAPLED,ABP,2352395,892429122,.2635946
ACCENT GROUP LTD ORDINARY,AX1,2133601,541866715,.39375015
ACROW FORMWORK ORDINARY,ACF,47847,255146699,.01875274
ACTINOGEN MEDICAL ORDINARY,ACW,396641,1795643817,.02208907
ADAIRS LIMITED ORDINARY,ADH,10933660,171316433,6.38214315
ADBRI LIMITED ORDINARY,ABC,7077084,652627555,1.08439859
ADORE BEAUTY ORDINARY,ABY,2446476,94124497,2.59919158
ADRIATIC METALS CDI 1:1,ADT,701366,207986321,.33721737
ADSLOT LTD. ORDINARY,ADS,1150,2204478656,.00005217
ADV HUMAN IMAG LTD ORDINARY,AHI,44612,166749382,.02675392
AERIS RESOURCES LTD ORDINARY,AIS,27493687,4836617000,.56844871
AGL ENERGY LIMITED. ORDINARY,AGL,19048121,672747233,2.83139344
AIR NEW ZEALAND ORD FOR. EXEMPT NZX,AIZ,12731,3368464315,.00037795
AIRTASKER LIMITED ORDINARY,ART,296998,440124392,.06748047
ALCIDION GROUP LTD ORDINARY,ALC,2845474,1268069053,.22439425
ALKANE RESOURCES LTD ORDINARY,ALK,1258262,595583420,.21126545
ALLIANCE AVIATION ORDINARY,AQZ,222546,160734697,.13845548
ALLIGATOR ENERGY ORDINARY,AGE,39762886,3300096444,1.20490073
ALLKEM LIMITED ORDINARY,AKE,5636741,637658086,.88397546
ALPHA HPA LTD ORDINARY,A4N,3010790,795486624,.37848405
ALS LTD ORDINARY,ALQ,1729279,484167684,.35716531
ALTIUM LIMITED ORDINARY,ALU,932877,131469072,.70957906
ALUMINA LIMITED ORDINARY,AWC,84210313,2901681417,2.90212125
AMA GROUP LIMITED ORDINARY,AMA,62086287,1066368183,5.82221863
AMCOR PLC CDI1:1FOREXEMPT NYSE,AMC,12758896,708764045,1.80016129
AMP LIMITED ORDINARY,AMP,30806100,3266105853,.9432058
AMPOL LIMITED ORDINARY,ALD,326124,238302099,.13685318
ANDROMEDA METALS LTD ORDINARY,ADN,33700560,3108008432,1.08431366
ANSARADA GROUP LTD ORDINARY,AND,1,89335568,.00000112
ANSELL LIMITED ORDINARY,ANN,6598611,127441469,5.17775811
ANTEOTECH LTD ORDINARY,ADO,823770,1987874802,.04143973
ANTERIS TECHNOLOGIES ORDINARY,AVR,1783,13819438,.01290212
ANTIPA MINERALS LTD ORDINARY,AZY,2434053,3139708262,.07752481
ANZ BANKING GRP LTD ORDINARY,ANZ,12857251,2802817801,.45872589
APA GROUP UNITS STAPLED,APA,15542650,1179893848,1.31729223
APM HUMAN SERVICES ORDINARY,APM,14521012,917181946,1.58322044
APPEN LIMITED ORDINARY,APX,6785580,123446356,5.49678437
ARAFURA RESOURCE LTD ORDINARY,ARU,2403202,1566242332,.15343743
ARB CORPORATION. ORDINARY,ARB,889570,81855789,1.0867527
ARCHER MATERIALS ORDINARY,AXE,597756,248467207,.24057742
ARCHTIS LIMITED ORDINARY,AR9,191368,263803207,.07254195
ARDENTLEISUREGRPLTD ORDINARY,ALG,4123221,479706016,.85953081
ARENA REIT. FPO/UNITS STAPLED,ARF,7208861,346677884,2.07941185
ARGO INVESTMENTS ORDINARY,ARG,11073,750132378,.00147614
ARGOSY MINERALS LTD ORDINARY,AGY,239431,1356050987,.01765649
ARISTOCRAT LEISURE ORDINARY,ALL,2480365,666557131,.37211589
ARIZONA LITHIUM LTD ORDINARY,AZL,73667,2233496990,.00329828
AROA BIOSURGERY ORDINARY,ARX,381808,342724208,.11140386
ARUMA RESOURCES LTD ORDINARY,AAJ,157112,156961503,.10009588
ASRA MINERALS LTD ORDINARY,ASR,33636,1339975820,.00251019
ASTON MINERALS LTD ORDINARY,ASO,1628233,1113530934,.14622252
ASX LIMITED ORDINARY,ASX,1471446,193595162,.76006342
ATLAS ARTERIA FPOSTUSPROHEXCLQUP,ALX,11554004,959018226,1.20477418
ATOMO DIAGNOSTICS ORDINARY,AT1,129198,570890991,.02263094
ATOMOS ORDINARY,AMS,2741960,222351585,1.23316414
AU CLINICAL LABS ORDINARY,ACL,1076520,201834015,.53336897
AUB GROUP LTD ORDINARY,AUB,559675,92409126,.60564906
AUCKLAND INTERNATION ORD FOR.EXEMPT NZX,AIA,4989717,1472551137,.33884847
AUDINATEGROUPLTD ORDINARY,AD8,1129996,77170653,1.46428202
AUDIO PIXELS LTD ORDINARY,AKP,1494,28698663,.00520582
AURA ENERGY ORDINARY,AEE,1250900,483825028,.25854388
AURELIA METALS LTD ORDINARY,AMI,20064663,1237056457,1.62196825
AURIZON HOLDINGS LTD ORDINARY,AZJ,19652536,1840703982,1.06766412
AUSGOV TREASURY BOND TB 0.25% 11-24 6M,GSBU24,339700,413000000,.08225182
AUSGOV TREASURY BOND TB 0.25% 11-25 6M,GSBU25,92300,368000000,.02508152
AUSGOV TREASURY BOND TB 1.00% 11-31 6M,GSBU31,473250,410000000,.11542683
AUSGOV TREASURY BOND TB 1.00% 12-30 6M,GSBW30,22000,387000000,.00568475
AUSGOV TREASURY BOND TB 1.25% 05-32 6M,GSBI32,132340,352000000,.03759659
AUSGOV TREASURY BOND TB 1.50% 06-31 6M,GSBK31,703500,381000000,.18464567
AUSGOV TREASURY BOND TB 1.75% 06-51 6M,GSBK51,535000,178000000,.3005618
AUSGOV TREASURY BOND TB 1.75% 11-32 6M,GSBU32,493010,236000000,.20890254
AUSGOV TREASURY BOND TB 2.25% 05-28 6M,GSBI28,221540,297000000,.07459259
AUSGOV TREASURY BOND TB 2.25% 11-22 6M,GSBU22,450000,265000000,.16981132
AUSGOV TREASURY BOND TB 2.50% 05-30 6M,GSBI30,14560,371000000,.00392453
AUSGOV TREASURY BOND TB 2.75% 04-24 6M,GSBG24,2846850,359000000,.79299443
AUSGOV TREASURY BOND TB 2.75% 05-41 6M,GSBI41,1901280,135000000,1.40835556
AUSGOV TREASURY BOND TB 2.75% 06-35 6M,GSBK35,174400,95500000,.1826178
