Product,Product Code,Reported Short Positions,Total Product in Issue,% of Total Product in Issue Reported as Short Positions
4DMEDICAL LIMITED ORDINARY,4DX,40977,294860855,.01389706
4DS MEMORY LIMITED ORDINARY,4DS,758113,1632543220,.04643755
5EADVANCED CDI 10:1,5EA,1934158,283668470,.6818375
29METALSLIMITED ORDINARY,29M,20277907,482052092,4.20658002
88 ENERGY LTD ORDINARY,88E,5772535,20107868225,.02870784
92ENERGY ORDINARY,92E,665582,92686598,.7180995
A-CAP ENERGY LTD ORDINARY,ACB,594655,1232435086,.04825041
A2B AUSTRALIA LTD ORDINARY,A2B,810630,121230683,.66866735
ABACUS PROPERTY GRP. FPO/UNITS STAPLED,ABP,1590695,893657633,.17799826
ACCENT GROUP LTD ORDINARY,AX1,3833282,552459958,.69385698
ACROW FORMWORK ORDINARY,ACF,35,265667109,.00001317
ACTINOGEN MEDICAL ORDINARY,ACW,1540385,1816252150,.08481119
ADAIRS LIMITED ORDINARY,ADH,2876769,173050982,1.66238236
ADBRI LIMITED ORDINARY,ABC,12263495,652627555,1.8790955
ADORE BEAUTY ORDINARY,ABY,1550944,94124497,1.64775808
ADRIATIC METALS CDI 1:1,ADT,723676,226352224,.31971234
ADVANCED HEALTH ORDINARY,AHI,34608,196303969,.0176298
AERIS RESOURCES LTD ORDINARY,AIS,3138584,690945595,.45424474
AGL ENERGY LIMITED. ORDINARY,AGL,6431623,672747233,.9560237
AIC MINES LTD ORDINARY,A1M,41616,462224392,.00900342
AINSWORTH GAME TECH. ORDINARY,AGI,551,336793929,.0001636
AIR NEW ZEALAND ORD FOR. EXEMPT NZX,AIZ,636809,3368464315,.01890502
AIRTASKER LIMITED ORDINARY,ART,233857,449599945,.05201446
ALCIDION GROUP LTD ORDINARY,ALC,1668419,1268069053,.13157162
ALKANE RESOURCES LTD ORDINARY,ALK,1135485,598792592,.1896291
ALLIANCE AVIATION ORDINARY,AQZ,88011,160734697,.05475545
ALLIGATOR ENERGY ORDINARY,AGE,45877088,3304550761,1.3883003
ALLKEM LIMITED ORDINARY,AKE,17341896,637658086,2.719623
ALPHA HPA LTD ORDINARY,A4N,42243,857806079,.00492454
ALS LTD ORDINARY,ALQ,1748813,484167684,.36119986
ALTIUM LIMITED ORDINARY,ALU,1008459,131647099,.76603207
ALUMINA LIMITED ORDINARY,AWC,164112314,2901681417,5.6557661
AMA GROUP LIMITED ORDINARY,AMA,83240919,1073070217,7.75726674
AMCOR PLC CDI1:1FOREXEMPT NYSE,AMC,9289760,650359868,1.42840302
AMERICAN RARE EARTHS ORDINARY,ARR,32619,446423299,.00730674
AMP LIMITED ORDINARY,AMP,66359699,2929965766,2.26486261
AMPOL LIMITED ORDINARY,ALD,771069,238302099,.32356786
ANDROMEDA METALS LTD ORDINARY,ADN,27216944,3110008432,.87514052
ANSARADA GROUP LTD ORDINARY,AND,5,89335568,.0000056
ANSELL LIMITED ORDINARY,ANN,2681363,127168118,2.10851827
ANSON RESOURCES LTD ORDINARY,ASN,23519004,1221377704,1.92561269
ANTEOTECH LTD ORDINARY,ADO,647944,2049938526,.03160797
ANTIPA MINERALS LTD ORDINARY,AZY,2636786,3593040870,.07338592
ANZ GROUP HOLDINGS ORDINARY,ANZ,17419399,3003366782,.57999573
APA GROUP UNITS STAPLED,APA,4684615,1179893848,.39703699
APM HUMAN SERVICES ORDINARY,APM,13288280,917181946,1.44881613
APPEN LIMITED ORDINARY,APX,7288953,124319061,5.86310172
ARAFURA RARE EARTHS ORDINARY,ARU,43284612,2113364692,2.04813737
ARB CORPORATION. ORDINARY,ARB,5168526,82099299,6.29545692
ARCHER MATERIALS ORDINARY,AXE,407475,254847013,.15989004
ARDENTLEISUREGRPLTD ORDINARY,ALG,1901154,479706016,.39631648
ARENA REIT. FPO/UNITS STAPLED,ARF,1618406,350705075,.46147208
ARGOSY MINERALS LTD ORDINARY,AGY,33729515,1404407498,2.40169004
ARISTOCRAT LEISURE ORDINARY,ALL,1786579,655761726,.27244332
ARIZONA LITHIUM LTD ORDINARY,AZL,1244802,2690965712,.04625856
ASTON MINERALS LTD ORDINARY,ASO,1849286,1114730934,.16589528
ASTRAL RESOURCES NL ORDINARY,AAR,689318,665409979,.10359298
ASX LIMITED ORDINARY,ASX,3755794,193595162,1.94002472
ATLAS ARTERIA FPOSTUSPROHEXCLQUP,ALX,22263060,1450833707,1.53450116
ATOMOS ORDINARY,AMS,3894204,401821079,.9691388
AU CLINICAL LABS ORDINARY,ACL,12943490,201834015,6.41293788
AUB GROUP LTD ORDINARY,AUB,468977,101530518,.46190742
AUCKLAND INTERNATION ORD FOR.EXEMPT NZX,AIA,1286380,1472551137,.08735724
AUDINATEGROUPLTD ORDINARY,AD8,299381,77451919,.38653787
AUDIO PIXELS LTD ORDINARY,AKP,272,29044742,.00093649
AURA ENERGY ORDINARY,AEE,2904836,516797532,.56208395
AURELIA METALS LTD ORDINARY,AMI,9787573,1237437216,.79095512
AURIZON HOLDINGS LTD ORDINARY,AZJ,24292884,1840703982,1.3197605
AUSGOV TREASURY BOND TB 0.25% 11-24 6M,GSBU24,1265790,413000000,.30648668
AUSGOV TREASURY BOND TB 0.50% 09-26 6M,GSBQ26,292330,378000000,.07733598
AUSGOV TREASURY BOND TB 1.00% 11-31 6M,GSBU31,330640,418000000,.07910048
AUSGOV TREASURY BOND TB 1.00% 12-30 6M,GSBW30,23810,387000000,.00615245
AUSGOV TREASURY BOND TB 1.25% 05-32 6M,GSBI32,120780,393000000,.03073282
AUSGOV TREASURY BOND TB 1.75% 06-51 6M,GSBK51,40660,190000000,.0214
AUSGOV TREASURY BOND TB 1.75% 11-32 6M,GSBU32,136570,290000000,.0470931
AUSGOV TREASURY BOND TB 2.50% 05-30 6M,GSBI30,117140,371000000,.03157412
AUSGOV TREASURY BOND TB 2.75% 04-24 6M,GSBG24,824330,359000000,.22961838
AUSGOV TREASURY BOND TB 2.75% 06-35 6M,GSBK35,914400,108500000,.84276498
