Product,Product Code,Reported Short Positions,Total Product in Issue,% of Total Product in Issue Reported as Short Positions
4DMEDICAL LIMITED ORDINARY,4DX,66139,410531163,.01611059
4DS MEMORY LIMITED ORDINARY,4DS,1055643,1763434918,.05986288
5EADVANCED CDI 10:1,5EA,69690,333511100,.02089586
29METALSLIMITED ORDINARY,29M,32571443,701862508,4.64071561
88 ENERGY LTD ORDINARY,88E,6580151,28933811952,.02274208
360 CAPITAL GRP FPO/UNITS STAPLED,TGP,497,222837228,.00022303
ABACUS GROUP FPO/UNITS STAPLED,ABG,2315076,893657633,.25905626
ABACUS STORAGE KING FPO/UNITS STAPLED,ASK,3515559,1314102962,.26752538
ACCENT GROUP LTD ORDINARY,AX1,24806020,565998979,4.38269695
ACROW LIMITED ORDINARY,ACF,30389,301396067,.01008275
ACTINOGEN MEDICAL ORDINARY,ACW,186,2712501407,.00000686
ADAIRS LIMITED ORDINARY,ADH,2805990,174682776,1.60633467
ADORE BEAUTY ORDINARY,ABY,333278,93957928,.35470982
ADRIATIC METALS CDI 1:1,ADT,19703064,279924969,7.03869472
ADVANCED HEALTH ORDINARY,AHI,20052,247099678,.00811494
AERIS RESOURCES LTD ORDINARY,AIS,13681716,967525540,1.41409352
AGL ENERGY LIMITED. ORDINARY,AGL,20086740,672747233,2.98577817
AINSWORTH GAME TECH. ORDINARY,AGI,209948,336793929,.06233723
AIR NEW ZEALAND ORD FOR. EXEMPT NZX,AIZ,3419896,3368464315,.10152686
AIRTASKER LIMITED ORDINARY,ART,14516,453260344,.00320257
ALCOA CORPORATION CDI 1:1 FOR. EXEMPT,AAI,496834,57252132,.8678
ALKANE RESOURCES LTD ORDINARY,ALK,7563901,604579770,1.25110058
ALLIANCE AVIATION ORDINARY,AQZ,3027,160751712,.00188303
ALLIGATOR ENERGY ORDINARY,AGE,19262647,3873599345,.49728031
ALPHA HPA LTD ORDINARY,A4N,23399461,1134580693,2.06238844
ALS LTD ORDINARY,ALQ,5228292,484572851,1.0789486
ALTECH BATT LTD ORDINARY,ATC,667625,1883890588,.03543863
ALTERITY THERAP LTD ORDINARY,ATH,1628842,5320336118,.0306154
AMA GROUP LIMITED ORDINARY,AMA,25405230,4782595517,.53120173
AMAERO INTERNATIONAL ORDINARY,3DA,1120844,543310415,.20629901
AMCOR PLC CDI1:1FOREXEMPT NYSE,AMC,8706878,608636076,1.43055569
AMERICAN RARE EARTHS ORDINARY,ARR,418422,494423299,.08462829
AMERICANWESTMETALS ORDINARY,AW1,366795,518186969,.0707843
AMOTIV ORDINARY,AOV,2757447,140894696,1.9570978
AMP LIMITED ORDINARY,AMP,42292802,2580146242,1.63916298
