Product,Product Code,Reported Short Positions,Total Product in Issue,% of Total Product in Issue Reported as Short Positions
4DMEDICAL LIMITED ORDINARY,4DX,329422,391089870,.08423179
4DS MEMORY LIMITED ORDINARY,4DS,602722,1763434918,.03417886
5EADVANCED CDI 10:1,5EA,455945,323039923,.141142
29METALSLIMITED ORDINARY,29M,25495175,701699237,3.63334797
88 ENERGY LTD ORDINARY,88E,6580151,25124062567,.02619063
ABACUS GROUP FPO/UNITS STAPLED,ABG,1768279,893657633,.19786985
ABACUS STORAGE KING FPO/UNITS STAPLED,ASK,41799,1314102962,.0031808
ACCENT GROUP LTD ORDINARY,AX1,7650223,563053196,1.35870341
ACTINOGEN MEDICAL ORDINARY,ACW,84,2332337384,.0000036
ACTIVEPORTGROUPLTD ORDINARY,ATV,6450,317147874,.00203375
ACUSENSUS LIMITED. ORDINARY,ACE,79125,126399975,.0625989
ADAIRS LIMITED ORDINARY,ADH,1139927,173050982,.65872322
ADBRI LIMITED ORDINARY,ABC,1699817,654243396,.25981416
ADORE BEAUTY ORDINARY,ABY,42816,93957928,.04556933
ADRIATIC METALS CDI 1:1,ADT,3098268,246113823,1.25887606
ADVANCED HEALTH ORDINARY,AHI,19052,245653382,.00775564
AERIS RESOURCES LTD ORDINARY,AIS,5986213,967525540,.61871369
AGL ENERGY LIMITED. ORDINARY,AGL,20770187,672747233,3.08736863
AINSWORTH GAME TECH. ORDINARY,AGI,269726,336793929,.08008636
AIR NEW ZEALAND ORD FOR. EXEMPT NZX,AIZ,1879128,3368464315,.0557859
AIRTASKER LIMITED ORDINARY,ART,29587,452294380,.00654154
ALCIDION GROUP LTD ORDINARY,ALC,67384,1342473221,.00501939
ALICE QUEEN LTD ORDINARY,AQX,8359,690984130,.00120972
ALKANE RESOURCES LTD ORDINARY,ALK,1921236,603437317,.31838203
ALLIANCE AVIATION ORDINARY,AQZ,3027,160734697,.00188323
ALLIGATOR ENERGY ORDINARY,AGE,32409429,3862309002,.83912056
ALPHA HPA LTD ORDINARY,A4N,17145706,933799090,1.83612366
ALS LTD ORDINARY,ALQ,5335152,484167684,1.10192237
ALTERITY THERAP LTD ORDINARY,ATH,1714968,5238017899,.03274078
ALTIUM LIMITED ORDINARY,ALU,222979,131926838,.16901716
ALUMINA LIMITED ORDINARY,AWC,33811343,2901681417,1.16523278
AMA GROUP LIMITED ORDINARY,AMA,23023645,1806403551,1.27455712
AMCOR PLC CDI1:1FOREXEMPT NYSE,AMC,9635146,638996803,1.50785512
AMERICAN RARE EARTHS ORDINARY,ARR,400651,493423299,.08119823
AMP LIMITED ORDINARY,AMP,39237006,2710980413,1.44733639
AMPLIA THERAPEUTICS ORDINARY,ATX,5000,194006395,.00257723
AMPOL LIMITED ORDINARY,ALD,3679886,238302099,1.54421049
ANATARA LS LTD ORDINARY,ANR,9554,167893727,.0056905
ANDROMEDA METALS LTD ORDINARY,ADN,10257058,3110270932,.32978021
ANSELL LIMITED ORDINARY,ANN,2902062,124785771,2.32563535
ANSON RESOURCES LTD ORDINARY,ASN,17401715,1286728206,1.35240021
ANTEOTECH LTD ORDINARY,ADO,420,2196442432,.00001912
ANTIPA MINERALS LTD ORDINARY,AZY,495466,4134807912,.01198281
ANZ GROUP HOLDINGS ORDINARY,ANZ,10567592,3007510678,.35137338
APA GROUP UNITS STAPLED,APA,16542013,1283352928,1.28896835
APM HUMAN SERVICES ORDINARY,APM,15031257,917181946,1.63885225
APPEN LIMITED ORDINARY,APX,7005904,221713253,3.1598941
ARAFURA RARE EARTHS ORDINARY,ARU,143011351,2310302192,6.19015779
ARB CORPORATION. ORDINARY,ARB,2734360,82220441,3.32564502
ARCADIUM LITHIUM PLC CDI1:1FOREXEMPT NYSE,LTM,6084208,404621545,1.5036787
ARCHER MATERIALS ORDINARY,AXE,8533,254847013,.00334828
ARDEA RESOURCES LTD ORDINARY,ARL,10173,197016915,.00516352
ARENA REIT. FPO/UNITS STAPLED,ARF,2772782,355149912,.78073566
ARGENT BIOPHARMA LTD ORDINARY,RGT,16,45280202,.00003534
ARGO INVESTMENTS ORDINARY,ARG,54211,761242265,.00712139
ARGOSY MINERALS LTD ORDINARY,AGY,42431388,1404407498,3.02130173
ARISTOCRAT LEISURE ORDINARY,ALL,2529436,635278079,.39816201
ARIZONA LITHIUM LTD ORDINARY,AZL,15204971,3841745527,.39578288
ARN MEDIA LIMITED ORDINARY,A1N,3730313,313050373,1.19160152
AROA BIOSURGERY ORDINARY,ARX,637219,344207834,.18512623
ARTICORE GROUP LTD ORDINARY,ATG,1392263,282783288,.49234274
ASARA RESOURCES LTD ORDINARY,AS1,11239,882175350,.00127401
ASKARIMETALSLIMITED ORDINARY,AS2,1510,79587713,.00189728
